,chatID,personType,personID,createdAt,plainText,language
49413,L96438395e8fg,user,J26572534c5ex,2021-10-07 15:10:15,블랙보드 콜라보레이트가 계속 수업하다가 저만 화면이 멈추더니 노트북이 꺼지는 상황이 계속되어서 문의드립니다. 블랙보드 상 문제일까요..?,kor
49419,Z07683065e90j,user,V25924074c8ai,2021-10-07 15:15:27,안녕하세요?,kor
49427,N1f576575e98t,user,Mc7469663d8dj,2021-10-07 15:49:55,제가 강의영상을 2번이나봤는데도 출석인정이안됩니다.,kor
49449,Deb487775e9dl,user,Oa2179795e9br,2021-10-07 16:11:15,로그인 오류,kor
49451,Vee746715ea1v,user,Bb935627a8cdu,2021-10-07 16:29:19,"안녕하세요. 수업 조교 문의 드리고 싶습니다. 교수님께서 과제를 생성하셨는데, 학생들이 assignments and tests 칸에서 제출란이 활성화 되지 않아서 혹시 해결 방법 알려주시면 감사드리겠습니다. 감사합니다!",kor
49453,O57627735ea3b,user,Wa1690934bc7v,2021-10-07 16:37:55,강의녹화파일을 업로드하면 invalied file 라고 뜹니다. 그전까지 잘됐습니다.,kor
49458,Pf1989935ea4o,user,Vd4623454c4dr,2021-10-07 16:42:22,안녕하세요,kor
49479,G13959025ea8c,user,A0a761563d05h,2021-10-07 16:58:29,안녕하세요,kor
49484,He1522035ea8k,user,A0a761563d05h,2021-10-07 16:59:32,블랙보드 조교 이용자인데 학부 수강생들에게 이메일 발송 관련해서 문의들입니다. 해당 수업을 수강하는 학부생들에게 전체 이메일을 보내려면 모든 학습자 사용자로 설정해 놓고 보내는게 맞을까요?,kor
49485,Oc1828505eadr,user,Ue9511444c70w,2021-10-07 17:18:29,과제제출 다시 하려면 어떻게 해야하나요?,kor
49490,H96888415eafp,user,Sad66769aa1cv,2021-10-07 17:28:31,"교,원 2차접종 완료",kor
49492,Jba899725ebbo,user,X8557859374ej,2021-10-07 18:19:17,"과제 및 시험 게시판에 과제를 올렸는데, 파일 형태를 실수로 잘못 올렸습니다. 수정할 수 있는 방법이 있을까요?",kor
49494,I76174655ec4x,user,M76604332c59n,2021-10-07 18:56:01,안녕하세요,kor
49497,Uc4627825ed3c,user,X2a853693b0er,2021-10-07 20:00:59,"안녕하세요, 혹시 블랙보드에 만들어놓은 Thread 삭제를 어떻게 하는지 알 수 있을까요?",kor
49513,F60657375eefp,user,U49328844c89b,2021-10-07 22:00:12,녹화강의 수강 시 진도체크중 표시는 수업을 다 수강한 후 다시 재생할 때에는 없어지는 건가요?,kor
49517,Z58841905f73c,user,V0e823523ce7i,2021-10-08 07:25:26,법정의무 및 교내권장교육의 연구 윤리 교육 대상자를 보면 대학원생이라 적혀 있는데 학부생은 안 들어도 되는 건가요?,kor
49519,Kb3250745f96q,user,S4e547215948h,2021-10-08 09:55:20,안녕하세요.  블랙보드를 통해 수업시간 중에 퀴즈를 봤습니다.  퀴즈에 동영상을 보고 답하는 문제가 있었는데요.  한 학생이 동영상 loading하는데 시간이 걸렸다고 합니다.  혹시 이 학생이 사용한 브라우저에 관련될까요?  혹시 이 학생의 로그 기록을 통해 확인 가능할까요?,kor
49530,B93928905f9bp,user,A3d283013d00x,2021-10-08 10:12:53,영상 출석 문의 드립니다. 출석 하였는데  계속 출석 체크가 안되는데요...어떻게 확인할 수 있을까요?,kor
49546,Tda609335f9du,user,D3a95456bb04e,2021-10-08 10:25:18,"안녕하세요, 혹시 제가 비대면으로 동영상을 올릴건데, 예전에 학습 현황같은거? 몇분 봤는지등 확인가능한 탭이 있떤 것 같은데 어디에 업로드해야 그렇게 알 수 있나요?",kor
49551,E47497245fa5o,user,Y4f80127df78v,2021-10-08 10:57:19,안녕하세요,kor
49582,P3c711165fa6n,user,Y4f80127df78v,2021-10-08 11:01:05,개인정보보호위원회 1주년 기념학술세미나 / 2021-09-30 00:00 ~ 2021-10-31 23:59,kor
49583,X5f762845fa7m,user,Sf21481435c2q,2021-11-01 03:44:38,"Collaborate 를 태블릿을 통해서 들어가야하는데 마잍,",kor
49586,N0a442725faer,user,Jdd510165fadc,2021-10-08 11:34:56,안녕하세요. 온라인 시험 관련 문의가 있는데요. Kaltura로 25명까지 동시에 웹캠 켤 수 있는 것 맞는지요? 웹캠 켜는 사람이 26-27명 정도일 경우엔 어떻게 되나요? 랜덤으로 화면에 나타나는 건가요?,kor
49590,Wd6623035fc1m,user,L12419814867d,2021-10-08 12:56:17,"안녕하세요? 블랙보드에 영상 업로드가 안되서 문의드립니다. 수업 영상을 녹화하여 올리려고 하는데, 올릴 때마다 사진과 같은 메시지가 뜨고 업로드가 안 됩니다 ㅜㅜ",kor
49600,Zc4917645ff3v,user,Y0b503824b33a,2021-10-08 16:31:38,안녕하세요. 저는 조교이고 담당교수님 수업을 서포트하는데요. DISS413 유럽경제론 과목 Kaltura에서 일부 학생들의 마이크 소리가 저에게만 들리지 않는 것 같습니다. 그리고 분명히 모두가 마이크를 끈 것으로 표시되는 상태에서 강의하시는 교수님 외 누군가의 마이크 소리가 여러번 들리기도 했습니다. 왜 그런 것인지 그리고 해결방법이 있는지 여쭙고 싶습니다.,kor
49604,G23524165ff9p,user,L025884545aah,2021-10-08 16:54:37,"법정의무 교육 수강중인데, 교육코스로 다시 들어갈수가 없습니다.",kor
49609,Ld8485595ffdq,user,Sd4971784157g,2021-10-18 15:31:37,안재용 얀센백신 접종완료 6.18,kor
49611,J30970515ffeb,user,Fff154025ffef,2021-10-08 17:16:46,블랙보드 2020년 2학기 코스콘텐츠가 안 뜨는데 정상인건가요?,kor
49616,U7d632066015d,user,G5c296204c89o,2021-10-08 18:56:45,Kaluraㄴ,kor
49620,W11124946018z,user,P4420482aa1dk,2021-10-08 19:07:03,과제 및 시험 제출창이 안보임,kor
49621,P7013680602da,user,F82537323b71u,2021-10-08 20:38:02,2021 법정의무 및 교내권장 교육 분반이 블랙보드 내 코스에 두개나 개설되어 있습니다. 08분반으로 수강하고 있었는데 자세히 보니까 06분반도 같이 개설되어 있네요! 이대로 놔두어도 괜찮을까요? 08분반을 다 수강완료했을때 06분반 때문에 문제가 생길지 우려되어 문의드립니다 :),kor
49622,Q0a440666039x,user,He545892b7c4p,2021-10-17 17:57:16,접종완료,kor
49623,Ga386749603cg,user,R0f4488407c7k,2021-10-08 21:40:06,퀴즈는 어디에 있나요?,kor
49624,W9729581603dw,user,R0f4488407c7k,2021-10-08 21:44:58,연구윤리교육 동영상 마감후 퀴즈는 어디에 있나요?,kor
49626,Q957588960c1y,user,Qc744530f105n,2021-10-09 07:09:05,블랙보드 학생 설문조사 결과 확인 방법,kor
49628,R2d1868560faq,user,D3617792b8c1z,2021-10-09 11:13:18,"MOT598-지속가능기술경영 수업을 듣고있습니다.
구글 드라이브 연동되어 수강중민데
출석인증이 계속 안되고 있는데 확인 부탁드립니다.",kor
49636,I17144326121d,user,Of72316239b2y,2021-10-09 14:00:36,락다운브라우저,kor
49637,Hc4932426148p,user,Jde957334da0p,2021-10-09 16:43:34,익명채점을 통해 모든 사용자의 과제물을 채점했는데 여전히 익명채점이 비활성화되지 않습니다. 어떻게 해야 하나요?,kor
49674,S737592662ddw,user,Rfd699263cb7q,2021-10-10 21:34:31,안녕하세요. 녹화강의 진도율 제가 확인할 수 있나요?,kor
49678,X6a926706335z,user,O38419496334c,2021-10-11 03:48:27,블랙보드 앱에서 공지사항 푸시 통지가 수신되지 않습니다.,kor
49682,O96255786380f,user,M42577303c4cv,2021-10-11 09:10:22,"현재 교수님께서 블랙보드 강의자료에 강의 업로드가 안된다고 하시는데, 어떻게 해결할 수 있을까요?",kor
49683,Mc2763396392m,user,Q1599167a8fcc,2021-10-11 10:24:08,아이패드로는 칼투라로 업로드한 영상 못보나요?,kor
49685,Jd68586763c8b,user,P4f294503beaz,2021-10-15 16:58:08,줌 녹화는 학생이 볼 수 있는 방법이 따로 없는지 궁금합니다..!,kor
49689,X837481263dap,user,A383986341fez,2021-10-11 15:31:02,줌강의 예약 방법,kor
49693,Y8b9718363e4y,user,Da2939653c54i,2021-10-11 16:16:04,온라인 강의 들었는데 진행률이 기록이 안됩니다,kor
49698,G366312263f9z,user,A22136815f28i,2021-10-11 17:45:20,안녕하세요 교수님께서 강의자료에 강의를 올려주셨는데 평소에는 잘 업로드가 되었는데도 이번 파일만 부적절한 파일이라고 뜨는 이유를 알 수 있을까요?,kor
49709,Xa1596516427t,user,M4d25316190di,2021-10-11 21:03:02,"줌을 통해 강의 중, PPT 공유하고 삽입된 동영상 시현 시, 음성이 들리지 않는다고 합니다. 저는 제대로 들리고요... 조치 방안 문의 드립니다.",kor
49710,Zdf198036428z,user,M4d25316190di,2021-10-11 21:04:03,"줌을 통해 강의 중, PPT 공유하고 삽입된 동영상 시현 시, 음성이 들리지 않는다고 합니다. 저는 제대로 들리고요... 조치 방안 문의 드립니다.",kor
49712,J566851564b0e,user,V7e10921411fy,2021-10-12 06:44:24,블랙보드에서 보낸 메일 중 한개를 취소할 수 있을까요?,kor
49714,O882039964d1c,user,Ma1813022f18a,2021-10-12 09:05:13,인클래스 로그인이 안되네요ㅠㅠ,kor
49746,G0a1666264d1u,user,U6f795973078l,2021-10-12 09:05:42,콜라보가 연결이 안됩니다,kor
49794,Kf67553564d2e,user,I5d1256864d2y,2021-10-12 09:09:05,녹화기록 확인,kor
49801,C238964164d2u,user,L9f24284644dy,2021-10-12 09:11:27,안녕하세요. 오늘 11시부터 줌수업을 해야하는데 블랙보드 로그인 자체가 안 됩니다...어흥톡에 올라온 프로그램도 설치했는데도 안 되네요..,kor
49819,G352550764e2l,user,Hee32217a8dfv,2021-10-12 10:17:24,"현대문학사 강의를 수강기간 내에 들었는데, 출석 인정이 되지 않고 있습니다. 강의를 수강하고 10시간 정도가 지났는데도 출석 인정이 되지 않고 있어 문의드립니다.",kor
49823,Wea8572564e7z,user,Na377527d966u,2021-10-12 10:42:21,"안녕하세요 환경위해성평가 강의하고 있는 서지훈입니다. 제가 설문조사를 진행했는데, 그 결과는 어디서 볼수있을까요?",kor
49832,K505748164edz,user,M5366134aa40y,2021-10-12 11:05:15,안녕하세요. 조교 입니다. 블랙보드 시험등록에 관련하여 문의드릴 부분이 있습니다. 시험 옵션에서 '부분점수 허용'-'오답에 감점처리'-'총점에 감점처리'가 있는데 마지막 부분의 '총점에 감점처리'를 체크하지 않으면 해당문제에서 감점처리된 것이 총점에 반영되지 않는 것인가요?? 아니면 해당 문제의 배점을 초과하는 감정의 반영을 위해 있는 것인가요??,kor
49840,Z6b7092464f4o,user,Nc9441283ccaj,2021-10-12 11:36:14,"콜라보레이트가 오류가 생깁니다. 카메라 미리보기를 하면 보이는데 직접 켜면 보이지 않거나, 마이크가 켜지지 않습니다. 그리고 마이크와 카메라가 꺼지지 않는 경우도 있었습니다. 와이파이는 정상인데 연결이 끊기거나 콜라보에서 나갔다가 다시 들어오면 들어갈 수 없다고 나와 5번정도 시도를 했습니다. 이런 경우 어떻게 해야 하나요?ㅠㅠ",kor
49888,X195818864f5i,user,J2f1546664f5t,2021-10-12 11:40:23,블랙보드 접속이 안됩니다,kor
49890,M2d6520664f7i,user,T352156464f4h,2021-10-12 11:49:33,블랙보드 문의는 아니고 줌을 무제한 사용할 수 있는 방법에 대해 안내부탁드립니다. 저는 조교이고 회의가 40분 이상 걸리는데 중간에 끊기지 않는 줌 회의를 열고 싶습니다.,kor
49903,N356797464f8f,user,L2156837aa5dh,2021-10-12 11:54:19,국제대학원 최문정 강사입니다,kor
49930,Gc62673864f9m,user,Da1867654ca3u,2021-10-12 11:57:40,독희곡의 이해 영상 출석 문의,kor
49932,D3f5812264fce,user,U03581885ff0u,2021-10-12 12:09:41,블랙보드 접속이 안됩니다,kor
49933,I94980626505k,user,Df8842473db7d,2021-10-12 13:00:22,과제란에 과제를 잘못 올려서 다시 올리려고 하는데 기존에 올렸던 과제를 어떻게 내릴 수 있나요,kor
49938,K9427224650ax,user,Vb0645423f3ad,2021-10-12 13:08:26,블랙보드 자료 강사한테만 공개할 수 있는 방법?,kor
49950,J9e97047650bt,user,Tfa898803da1e,2021-10-12 16:57:03,안녕하세요.,kor
49955,Va617726650cx,user,L2156837aa5dh,2021-10-12 13:20:08,국제대학원 최문정 강사입니다,kor
49958,K5d64304650eu,user,A2e24149a8cbs,2021-10-12 13:27:33,설문했는데왜자꾸 꼬로나설문한대요,kor
49959,O2b17338650fp,user,Dc8339544d03a,2021-10-12 13:32:54,강의 녹화본 배속으로는 못듣나요?,kor
49983,Aec624286510q,user,Y3124250a665y,2021-10-12 13:36:47,안녕하세요,kor
49997,L08687656512c,user,G01269946511v,2021-10-12 13:45:23,블랙보드가 안되서 다운 받으라는 거 해봤는데도 안됩니다..,kor
50016,N83450826518b,user,O11108036516f,2021-10-12 14:10:53,재부팅했습니다!,kor
50030,Ed1213046518k,user,S64300274edem,2021-10-12 14:10:58,"안녕하세요! 이번 학기 시험을 락다운브라우저로 진행하고 싶은데요. ""Threre are no deployed tests in this cource"" 라고 뜨고 진행이 되지 않아요. 진행하려는 수업은 보건과학대학의 '후생유전학' 수업입니다. 확인 부탁드릴게요~",kor
50038,Ldd520416522d,user,A7b17663e312j,2021-10-12 14:51:50,안녕하세요 교육대학원에서 수학교육 전공 석사과정에 재학중인 최민용이라고 합니다. 다름이 아니라 선형대수 과목 collaborate 녹화물 수강이 계속 안되고 있어서 무슨 문제가 있는 건지 여쭤보고싶습니다,kor
50054,W4933890652cc,user,Wd7654444c95i,2021-10-12 15:34:37,블보 수업에서 채팅꺼짐이 되어 있는데,kor
50111,Q8b337876531j,user,R78253374ca5a,2021-10-12 15:54:16,교수님이 올리신 동영상 제가 보긴봤는데 이게 제대로 봤다고 기록이 남은건지 아닌지 확인할 수 있는 방법이 있을까요?,kor
50113,D89129686541o,user,O565938649f0n,2021-10-12 17:14:59,"안녕하세요 아이패드로 칼투라로 수업을 듣는데, 실시간 강의인데 제 얼굴과 목소리가 나오고 있는게 확인이 되는데, 교수님께서는 얼굴을 볼 수 없다고 하셔서요 목소리도 들리지 않으신다고 하시는데, 아이패드의 어떤 설정을 건드려야 하는지 모르겠습니다..ㅠㅠ",kor
50133,V19720956556u,user,W018739263a9i,2021-10-12 18:34:55,컴퓨터로 블랙보드가 로딩이 안되요,kor
50195,G3048056655ep,user,R7a64655c937b,2021-10-17 19:20:47,콜라보레이트에서 실시간 강의를 참석할 때 제 화면에 다른 사람의 이름과 얼굴은 보이는데 저의 이름과 얼굴은 나타나지 않습니다. 줌을 사용할 경우 본인의 이름과 얼굴도 화면에 같이 보이는데 콜라보레이트에서는 보이지 않는게 맞는건가요?,kor
50206,A04993076561a,user,B7a348223db8l,2021-10-12 19:21:12,제출한 과제 파일을 변경 또는 수정하려면 어떻게 해야할까요?,kor
50209,U8469316656ds,user,M88899752f53e,2021-10-12 20:11:37,패턴인식 과제 2번 마지막 문제에서 Plot을 하게 되어있는데 Scatter 로 표현해도 무방한가요?,kor
50216,L55345446570h,user,C50278296570d,2021-10-12 20:26:11,블랙보드 아이패드앱 로그인이안돼요,kor
50218,S1a83369657fx,user,Y41990853af8s,2021-10-12 21:27:21,보니까 1세는 유튜브 영상을 유튜브로 들어가서 보면 안된다고 써져있어서 다시 블랙보드에서 보고있습니다. 혹시 정보적사고도 마찬가지로 유튜브가 아니라 블랙보드에 남은 채로 다시 봐야 할까요? ㅠㅠ,kor
50220,Pea815906583z,user,M88899752f53e,2021-10-12 21:45:26,중간고사 일정이 언제인가요?,kor
50222,B04749456621k,user,Re7767026621m,2021-10-13 09:00:21,"네, 매뉴얼에서 해당 내용 확인하여 수업 조교 통해 설정 변경하였습니다. 감사합니다.",kor
50224,Xa9989036622d,user,Qe3637593cdbo,2021-10-13 09:04:43,과제제출했는데 첨부파일 삭제가 안됩니다.,kor
50232,O2a499156629r,user,H15999952e4bi,2021-10-13 09:32:27,안녕하세요,kor
50238,Q3338022662ap,user,U49100104c26j,2021-10-13 09:37:00,학생이 줌 실시간 강의의 출결을 확인하는 방법은 없나요?,kor
50243,E97409156636z,user,Pee4747952a3a,2021-10-13 10:29:12,에러가 몇번 뜨다가,kor
50275,A9333688663fc,user,Ff7919163840v,2021-10-13 11:09:22,zoom 링크에 no data라고 떠서 강의에 참여하지 못하고 있습니다.,kor
50281,Y2079608664dg,user,R51951754c3dd,2021-10-13 12:09:51,락 다운 브라우저 다운 방법이 기억이 안나는데 혹시 알려주실 수 있을까요? 감사합니다 :),kor
50285,A6c87254665cw,user,Jf6420534a58p,2021-10-13 13:10:40,안녕하세요 노트북으로 블랙보드 collaborate를 사용할 때 계속 로딩만 되다가 연결할 수 없다고 합니다.,kor
50289,P2242264665fe,user,B4b39542a893t,2021-10-13 13:24:56,"collaborate가 핸드폰으로는 되는데 갑자기 오늘부터 컴퓨터로 연결이 안됩니다. 크롬, 인터넷익스플로러, 마이크로 엣지 세개다 안됩니다.",kor
50297,Rd6233656661i,user,X4678186a964p,2021-10-13 13:32:20,블랙보드 로그기록 요청합니다,kor
50299,Nbd776426665o,user,Z4771208af89t,2021-10-13 13:50:32,블랙보드에서,kor
50314,W2e376666669j,user,Hdc22545b241p,2021-10-13 14:17:17,"컴퓨터로 실시간강의 collaborate 접속시 마이크, 카메라 점검까지는 되는데 계속 로딩이 걸리며 입장이 안됩니다. 결국 연결이 안된다고 다시 시도하기 버튼이 뜹니다. 와이파이, 쿠키, 인터넷사용기록 등은 모두 확인하였습니다. 도움 주시면 감사하겠습니다~",kor
50321,D9787303666dx,user,W7a57736249eh,2021-10-13 14:25:00,교수님이 블랙보드 녹화강의 올리셨다고 하는데 안보여요 ㅠㅠ 제가 학기 초반에도 프로필 사진도 못 바꾸고.. 콜라보레이트 페이지 권한에 좀 제한된것 같아요. 어떻게 해결하나요?,kor
50371,Gc240318667ad,user,O92701014c90w,2021-10-14 15:31:48,마이크 및 접근 권한에 대한 알림창 화면이 꺼지지 않아요..,kor
50377,L2b18501667bk,user,Z829350673f7g,2021-10-13 15:24:50,연구윤리교육이수확인서를 프린트해야하는데요. 어디서 찾아야 하는지 알려수세요,kor
50379,U0536034667fj,user,Xb0985962cc6g,2021-10-13 15:40:43,안녕하세요! 이번에 조교를 맡고 있는 학생입니다.,kor
50398,Zc491727667fg,user,V80367084c50g,2021-10-13 15:42:07,"안녕하세요. 김하열 교수님 조교를 맡게된 학생입니다. 오늘 오후 3시경 헌법소송법 수업 조교 권한을 열어주셨다고 교수님께 연락받았는데, 아직 블랙보드 상으로는 반영이 되지 않았는지 여전히 청강생신분입니다. 혹시 교수님께 다시 요청드려야 하는 것인지, 아니면 더 기다려야 반영되는 것인지 궁금해서 연락드렸습니다. 감사합니다.",kor
50424,N83617286681v,user,La170465dadej,2021-10-13 15:49:42,"안녕하세요 , 운영체제 (이경운 교수님)을 수강 중인 2018130201 김다정 학생입니다. 인클래스 앱을 통해 출석을 해야 하는데 강의 시작 +- 5분 시간대 에러/ 접속 오류가 많아 안 체크가 안되었던 것 같은데 출석 여부 확인할 수 있을까요?",kor
50438,D79533826684f,user,B88620562e12z,2021-10-13 16:00:37,코스에 강의를 들어가면 공지사항만  나오고 강의자료 콜라보레이트등의 항목은 안나오네요,kor
50442,Pc2954716684k,user,T06440986679q,2021-10-13 16:00:50,안녕하세요! 콜라보레이트에서 마이크를 처음 켜면 제가 말을해도 송출이 안되고 잠시 후에 세션 다시 로드 배너가 떠서 누르면 그때부터는 마이크가 정상적으로 작동됩니다 마이크 테스트를 할 때는 정상적으로 인식하는데 실제로 마이크를 켜면 오류가 나서요ㅜㅜ혹시 해결 방법을 알 수 있을까요? 감사합니다!,kor
50462,T36740606686q,user,N97381943ca7a,2021-10-13 16:08:54,"안녕하세요, 블랙보드에서 개설된 줌 강의 녹화에 대해 질문드립니다.",kor
50464,U0873126668eb,user,U9146914668dc,2021-10-13 16:45:23,블랙보드 앱에서 고려대가 검색이 안됩니다ㅠ,kor
50473,L0473797668fw,user,E05943214d97e,2021-10-13 16:48:37,안녕하세요,kor
50483,X4b141586693w,user,Jf615271a8e1a,2021-10-13 17:04:16,안녕하세요 혹시 제가 콜라보레이트를 통해서 녹강을 시청한 걸 증명할 수 있는 수단이 있을까요? 접속 기록이라던지 ㅠㅠ,kor
50496,Tfc553856693a,user,Z92144474c88a,2021-10-13 17:04:42,"윈도우 10 사용중입니다. 락다운 브라우저 사용 후 전원을 종료하려고 했는데, ""현재 사용 가능한 전원 옵션이 없습니다.""라고 뜹니다. 해결방안이 궁금합니다.",kor
50505,X62584446695l,user,B71952505576c,2021-10-13 17:12:54,블랙보드 제출된 과제 첨부파일 수정하는 방법이 어떻게 되나요?,kor
50508,Aca694556699o,user,M4c615394c61o,2021-10-13 17:32:30,"안녕하세요. 저는 수업 조교인데 줌 레코딩 파일 관련해서 질문이 있습니다. 줌 클라우드 녹화를 해놓은 파일을 학생들이 볼 수 있도록 하려고 하는데요.. 클라우드 기록에서 게시를 누르면 되는거로 알고 있는데, 그 안에 파일이 여러개라 잘못 녹화된 파일은 공유 안하고 원하는 파일만 공유 가능한가요?~",kor
50509,D063582366aew,user,D9c448852f0ai,2021-10-13 19:03:21,현재 설정이 이러한데,kor
50513,U191557766dcv,user,O4482133aa59i,2021-10-13 22:18:37,"안녕하세요 연구윤리 교육 영상 3개를 다 시청 완료 했는데 2단계인 퀴즈가 안떠서 실행을 못하고 있습니다.
확인하시면 혹시 어떻게 해야하는지 방법을 알 수 있을까요?",kor
50514,Vaf752096770i,user,Laf70435a8c8y,2021-10-14 08:49:03,안녕하세요.,kor
50577,K24432996779p,user,B0e975803cc7f,2021-10-14 09:28:15,"안녕하세요. 고려대 세종캠퍼스 교수학습지원센터 정가영입니다. 커먼즈 사이트 접속이 불가한데, 관련 이슈 문의드립니다.",kor
50588,E3145995677cp,user,Xd272401aa8aj,2021-10-14 09:41:20,"크롬에서 커먼스 로그인을 하면 접속이 되지 않습니다. 어제부터 그랬는데, 무슨 문제인가요?",kor
50607,Gf1929666793q,user,T2a84581d8a6d,2021-10-14 11:18:29,노트북으로 콜라보레이트 접근이 안되는데 이유가 뭔가요??,kor
50611,Ya099691679ao,user,Uf12494928a9i,2021-10-14 11:49:26,"학교에서 수업듣고 줌수업에서는 괜찮은데, 콜레보레이트만 하면",kor
50646,Mdb5340367a4m,user,Dd2841768e5an,2021-10-14 12:32:08,"안녕하세요, 수업 조교인데요",kor
50650,W858436867afy,user,X2280642c637q,2021-10-14 13:19:39,안녕하세요 녹화강의가 올라왔는데 무한로딩되고 안떠요,kor
50667,Cca4822067b8u,user,F3f9005049f2e,2021-10-22 16:55:39,어흥어흥 좋은 하루 되세요,kor
50669,Sf97796867c4f,user,Xc014096b1fbt,2021-10-14 14:47:34,"안녕하세요. 데스크탑에 웹캠을 설치해, zoom에서 비디어켜기를 하면 비디오가 켜지지 않습니다. 다른 카메라를 설정하라는 오류가 뜹니다... 해당 부분이 zoom과 관련한 문제인지 궁금합니다.",kor
50683,Ze42576667c4o,user,A5a120874c45g,2021-10-14 14:49:11,안녕하세요.,kor
50691,Z924475867cbu,user,O79584604f46k,2021-10-14 15:19:22,"안녕하세요 콜라보레이트에서 줌강의처럼 여러명의 참가자 화면을 확인할 수 없나요??
세명이 최대인건가요??",kor
50711,O047263167d1i,user,Aa75650367cfm,2021-10-14 15:42:55,안녕하세요~ 박사과정 수료생인데 줌을 이용해서 세미나를 하려고 합니다. 그런데 사용자 인증을 해도 이용시간이 40분으로 제한된다고 합니다. 제 계정이 인증이 제대로 된 건가요?,kor
50722,Pa79808767d7p,user,I765908267d6j,2021-10-14 16:08:50,"안녕하세요! 블랙보드 과거 들었던 과목 관련해서 질문드립니다. 15학번이고 지금 들어가보니 19년도 1학기강의까지 밖에 없는데, 그 전 코스들을 볼 수 있는 방법이 없을까요?",kor
50737,Gad2863467e1u,user,Qa6597582b96j,2021-10-14 16:51:26,녹화 강의를 시청했는데도 영상 출석 현황에 F가 나옵니다,kor
50773,T144919567e6a,user,M76604332c59n,2021-10-14 17:13:54,안녕하세요,kor
50799,T178848167efv,user,Ye2199793f91y,2021-10-14 17:49:37,출석확인,kor
50801,A45991016843w,user,Y75752034b90j,2021-10-14 23:48:21,녹화강의 듣는 중에 탭을 닫았다가 다시 들어가면 '진도체크'가 뜨지 않습니다.,kor
50804,J6737747686bz,user,M8a10652686ad,2021-10-15 02:38:52,안녕하세요 청강신청 어떻게하죠?,kor
50805,Nf71113568c7h,user,M93309334af0l,2021-10-15 09:45:19,안녕하세요! Turnitin에 대해 질문이 있습니다! 현재 첫 번째 report를 업로드하였는데 similarity 결과가 계속 pending 상태에서 멈춰 있습니다! 인터넷에 검색해보면 세 번째 업로드까지는 약 5~20분이 걸린다고 나와 있는데 저는 20분이 지나도 계속 pending 상태네요 ㅠㅠ 무엇이 문제인지 알 수 있을까요?,kor
50813,P835747768c9e,user,D1a521634caam,2021-10-15 09:20:52,사이트 설정에서 마이크 카메라 권한 다 허용했는데도 이런화면이 계속 떠요,kor
50894,M473160768det,user,G18319774da3k,2021-10-15 10:49:59,안녕하세요:) 락다운브라우저 관련 문의드립니다. 이전 학기까지는 괜찮았는데 이번 학기부터 락다운 브라우저를 실행한 후 처음 시험탭을 키면 락다운 브라우저가 강제 종료가 됩니다. 그 후 다시 들어가면 두번째 실행부터는 정상적으로 작동이 되구요... 혹시 어떤 이유에서 그런건지 알 수 있을까요? 시험 시작 후 재접속이 되지 않는 시험이 있어 걱정이 되어 문의드립니다. 어제 오늘 모의 시험을 두 과목 실시했는데 두 과목 다 동일한 현상이 나타납니다.,kor
50922,P704389268dfc,user,Ua99376022e9q,2021-10-15 10:56:04,전자출결,kor
50924,Oee1384868e0d,user,Fec82953ac84k,2021-10-15 11:00:47,"락다운브라우저를 실행했는데 WEBCAM CHECK에서 오류메시지가 뜹니다.
웹캠  불도 들어오고 줌에서도 카메라카 켜져 있었는데 카메라 관련 오류가 발생했습니다.
오류 메시지는 다음과 같습니다.

Server Message
There was an erro trying to activate your camera or microphone.
NorReadableError: Could not start video source",kor
50928,L8a7428168e6r,user,Gaa905624dd4d,2021-10-15 11:25:10,안녕하세요 콜라보레이트 접속하려는데 마이크 접속권한이 설정안되어 있다면서 접속 안되는데 어떡해야 하나요? 이전에는 x표시 누르면 됐는데 x표시가 안 떠요,kor
50943,V284559668e9u,user,E6d590814bf8o,2021-10-15 11:38:28,락다운 브라우저가 설치가 안됩니다. 계속 installshield wizard 창에 멈춰있어요.,kor
50984,P3c672196904h,user,A79925364d92w,2021-10-15 13:34:28,"콜라보레이트로 코스 룸에 참여를 하면 세션 참여 로딩 로딩이 계속되는데 ""죄송합니다. 연결할 수 없습니다. 다시 참여해 보십시오."" 라는 문구가 뜹니다. 그리고 밑에 다시 연결 버튼을 누르면 위와 같은 과정이 반복됩니다..!",kor
50991,G6b808956904r,user,O9a477986904s,2021-10-15 13:33:12,블랙보드 로그인이 안 됩니다,kor
50997,Ue2543286905g,user,Hbb449896904u,2021-10-15 13:36:07,로그인 화면에서 안들어가져요,kor
51002,C45483136905x,user,E64922554a5ep,2021-10-15 13:36:15,안녕하세요:) 블랙보드 로그인이 안되는데 레지스트리 설치하고 실행하려고 하면 권한 변경 같은 경고문구가 나오네요 그대로 실행해도 괜찮은 건가요?,kor
51016,Gcc771716905w,user,M2c200656905k,2021-10-15 13:36:28,로그인 화면에서 안넘어가져요ㅠㅠ,kor
51020,H4f628836905b,user,Gd6812496904i,2021-10-15 13:37:38,로그인이 안댐,kor
51022,Q27341286905o,user,Dcc718566905s,2021-10-15 13:38:12,"안녕하세요! 갑자기 블랙보드 로그인이 안됩니다. 처음화면에서 아이디, 비밀번호 입력 페이지로 넘어가지 않습니다.",kor
51028,Xe9847556905l,user,H6b4645268eeq,2021-10-15 13:38:21,로그인이 안됩니다~,kor
